page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
571073,Cullen Bloodstone (Earth-616),\/Cullen_Bloodstone_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,23,Feb-13,2013
570029,Rebecca Ryker (Earth-616),\/Rebecca_Ryker_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,23,Feb-13,2013
535656,Lightning (Tex Morgan) (Earth-616),\/Lightning_(Tex_Morgan)_(Earth-616),Public Identity,Good Characters,,Yellow Hair,Male Characters,,Living Characters,22,Aug-48,1948
630791,Cory Rand (Earth-616),\/Cory_Rand_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,22,Aug-54,1954
7824,Giganto (Atlantean beast) (Earth-616),\/Giganto_(Atlantean_beast)_(Earth-616),,,,,Male Characters,,Living Characters,22,May-62,1962
8903,Wong-Chu (Earth-616),\/Wong-Chu_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,22,Mar-63,1963
9658,Carlo Zota (Earth-616),\/Carlo_Zota_(Earth-616),No Dual Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,22,Sep-67,1967
12417,Lucifer (Lightbearer) (Earth-616),\/Lucifer_(Lightbearer)_(Earth-616),Public Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,22,Feb-67,1967
15353,Zarek (Earth-616),\/Zarek_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,22,Dec-67,1967
304604,Jacques Larocque (Earth-616),\/Jacques_Larocque_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,22,Jan-68,1968
18168,Sam Yates (Earth-616),\/Sam_Yates_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,22,Jan-68,1968
15330,Typhon (Earth-616),\/Typhon_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,22,Feb-68,1968
15307,George Smith (Earth-616),\/George_Smith_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,Nov-69,1969
2052,Lupo (Earth-616),\/Lupo_(Earth-616),Secret Identity,Bad Characters,Yellow Eyeballs,No Hair,Male Characters,,Living Characters,22,Nov-69,1969
304175,Taku (Earth-616),\/Taku_(Earth-616),,,,,Male Characters,,Living Characters,22,Sep-69,1969
34403,Hebe (Earth-616),\/Hebe_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,22,Aug-70,1970
106984,Tongah (Earth-616),\/Tongah_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,Dec-70,1970
1535,Zala Dane (Earth-616),\/Zala_Dane_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,22,Dec-70,1970
478154,Tu (Earth-616),\/Tu_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,22,Jun-71,1971
1406,Deacon Frost (Earth-616),\/Deacon_Frost_(Earth-616),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,22,Oct-73,1973
2280,Kamo Tharnn (Earth-616),\/Kamo_Tharnn_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,22,May-75,1975
127001,Matriarch (UCT) (Earth-616),\/Matriarch_(UCT)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,22,Feb-75,1975
2162,Desmond Charne (Earth-616),\/Desmond_Charne_(Earth-616),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,22,May-76,1976
1600,Model X3Z (Earth-616),\/Model_X3Z_(Earth-616),Secret Identity,,Black Eyes,White Hair,Male Characters,,Deceased Characters,22,Mar-76,1976
5416,Buford Hollis (Earth-616),\/Buford_Hollis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,Nov-77,1977
165292,Tamara Hashioka (Earth-616),\/Tamara_Hashioka_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,22,Aug-77,1977
16593,Willard Scott (Earth-616),\/Willard_Scott_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,22,Apr-77,1977
2551,Sigyn (Earth-616),\/Sigyn_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,22,Sep-78,1978
21425,Alexei Vazhin (Earth-616),\/Alexei_Vazhin_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,Oct-79,1979
35488,Magda Eisenhardt (Earth-616),\/Magda_Eisenhardt_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,22,Aug-79,1979
78924,Mike Farrell (Earth-616),\/Mike_Farrell_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,22,Sep-79,1979
1269,Calypso Ezili (Earth-616),\/Calypso_Ezili_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,22,Oct-80,1980
16624,Lois London (Earth-616),\/Lois_London_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,22,Nov-82,1982
102675,Lucinda Guthrie (Earth-616),\/Lucinda_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,22,Nov-84,1984
20193,Mister Varley (Earth-616),\/Mister_Varley_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,22,Jun-84,1984
47513,Wallace Jackson (Earth-616),\/Wallace_Jackson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,22,May-85,1985
249829,Kevin (son of Ruby) (Earth-616),\/Kevin_(son_of_Ruby)_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,22,Jul-86,1986
242664,Kathleen Dare (Earth-616),\/Kathleen_Dare_(Earth-616),,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,22,Aug-88,1988
2291,Pretty Boy (Earth-616),\/Pretty_Boy_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,22,May-88,1988
7129,Alysande Stuart (Earth-616),\/Alysande_Stuart_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,22,Mar-89,1989
10135,Josef Petkus (Earth-616),\/Josef_Petkus_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,22,Apr-89,1989
10144,Perun (Earth-616),\/Perun_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,Apr-89,1989
5444,Roughouse (Earth-616),\/Roughouse_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,22,Feb-89,1989
164397,Desmond Marrs (Earth-616),\/Desmond_Marrs_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,22,Apr-90,1990
52264,Lotus Newmark (Earth-616),\/Lotus_Newmark_(Earth-616),,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,22,Mar-90,1990
26910,Walter Rosen (Earth-616),\/Walter_Rosen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,Jul-90,1990
16590,Adam Crown (Earth-616),\/Adam_Crown_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,22,Aug-91,1991
1519,Epoch (Earth-616),\/Epoch_(Earth-616),,,Red Eyes,Brown Hair,Female Characters,,Living Characters,22,Aug-91,1991
4329,Donald Clendenon (Earth-616),\/Donald_Clendenon_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,Oct-92,1992
1623,Feron (Excalibur) (Earth-616),\/Feron_(Excalibur)_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,Mar-92,1992
20235,Samson Buchanan (Earth-616),\/Samson_Buchanan_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,22,Oct-92,1992
26584,Curtis Elkins (Earth-616),\/Curtis_Elkins_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,Mar-93,1993
39382,Donna Diego (Earth-616),\/Donna_Diego_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,22,May-93,1993
26581,Firearm (Earth-616),\/Firearm_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,22,Mar-93,1993
16620,Jean-Luc LeBeau (Earth-616),\/Jean-Luc_LeBeau_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,Dec-93,1993
26580,Kenneth Parmenter (Earth-616),\/Kenneth_Parmenter_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,22,Mar-93,1993
26582,Samuel Caulkin (Earth-616),\/Samuel_Caulkin_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,22,Mar-93,1993
4367,Dominic Destine (Earth-616),\/Dominic_Destine_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,22,Jul-94,1994
4017,Jasmine Destine (Earth-616),\/Jasmine_Destine_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,22,Jul-94,1994
120090,Paradox (Strange) (Earth-616),\/Paradox_(Strange)_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,22,Jan-94,1994
25097,Gregory Herd (Earth-616),\/Gregory_Herd_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,Nov-95,1995
656996,Buzz (Earth-616),\/Buzz_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,22,Jan-96,1996
295063,"Nicholas Fury (LMD, Heroes Reborn) (Earth-616)","\/Nicholas_Fury_(LMD,_Heroes_Reborn)_(Earth-616)",Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,22,Nov-96,1996
19556,Rosalind Sharpe (Earth-616),\/Rosalind_Sharpe_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,22,Jun-96,1996
5461,T-Ray (Earth-616),\/T-Ray_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,22,Jan-97,1997
36450,Tonaja (Earth-616),\/Tonaja_(Earth-616),Secret Identity,,,Brown Hair,Female Characters,,Living Characters,22,Dec-98,1998
16631,Litterbug (Earth-616),\/Litterbug_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,22,Jun-02,2002
43407,Gabriel Stacy (Earth-616),\/Gabriel_Stacy_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,Aug-04,2004
33859,Aleksander Lukin (Earth-616),\/Aleksander_Lukin_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,22,Jan-05,2005
508094,Shingen Harada II (Earth-616),\/Shingen_Harada_II_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,22,Mar-12,2012
306563,Hermann Goering (Earth-616),\/Hermann_Goering_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,21,Sep-40,1940
411817,Tex Morgan (Earth-616),\/Tex_Morgan_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,Aug-48,1948
630797,Dull Knife (Earth-616),\/Dull_Knife_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,Aug-54,1954
1871,It the Living Colossus (Earth-616),\/It_the_Living_Colossus_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,21,Feb-61,1961
7709,Bruce Olafsen (Earth-616),\/Bruce_Olafsen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,Sep-62,1962
116997,Bor Burison (Earth-616),\/Bor_Burison_(Earth-616),,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,21,Oct-63,1963
2690,Maha Yogi (Earth-616),\/Maha_Yogi_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21,Sep-63,1963
249831,Hildegund (Earth-616),\/Hildegund_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,21,Sep-65,1965
12146,Spencer Smythe (Earth-616),\/Spencer_Smythe_(Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,Deceased Characters,21,Jun-65,1965
1309,Cerberus (Earth-616),\/Cerberus_(Earth-616),,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,,Living Characters,21,Jul-66,1966
1612,Fafnir (Nastrond) (Earth-616),\/Fafnir_(Nastrond)_(Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Deceased Characters,21,Nov-66,1966
1340,Ralph Roberts (Earth-616),\/Ralph_Roberts_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,21,Apr-67,1967
34347,Sentry 459 (Earth-616),\/Sentry_459_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,,,Living Characters,21,Jul-67,1967
51109,Seth (Atlantean) (Earth-616),\/Seth_(Atlantean)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21,Jan-68,1968
245401,Boss Morgan (Earth-616),\/Boss_Morgan_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,21,Aug-72,1972
30110,Christine Palmer (Earth-616),\/Christine_Palmer_(Earth-616),,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,21,Nov-72,1972
43052,Philip Russell (Earth-616),\/Philip_Russell_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,21,Feb-72,1972
480780,Ram II (Earth-616),\/Ram_II_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,21,Apr-72,1972
238419,Silas Grant (Earth-616),\/Silas_Grant_(Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,21,Mar-72,1972
9773,Roxanne Gilbert (Earth-616),\/Roxanne_Gilbert_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,21,Jun-73,1973
24663,Shou-Lao (Earth-616),\/Shou-Lao_(Earth-616),,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,21,Jul-74,1974
1123,Autolycus (Earth-616),\/Autolycus_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,21,Apr-75,1975
9846,Veronica Dultry (Earth-616),\/Veronica_Dultry_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,21,Aug-75,1975
2013,Brian DeWolff (Earth-616),\/Brian_DeWolff_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,21,Aug-76,1976
1522,Davan Shakari (Earth-616),\/Davan_Shakari_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,21,Feb-76,1976
2649,Domini (Earth-616),\/Domini_(Earth-616),Secret Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,21,Jun-76,1976
2011,Woodgod (Earth-616),\/Woodgod_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,21,Aug-76,1976
21610,Nezarr (Earth-616),\/Nezarr_(Earth-616),Secret Identity,Neutral Characters,No Eyes,No Hair,Male Characters,,Living Characters,21,Mar-77,1977
21617,One Above All (Earth-616),\/One_Above_All_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,21,Jan-77,1977
5327,Randall Darby (Earth-616),\/Randall_Darby_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,21,Nov-77,1977
442844,Deathwings,\/Deathwings,,Bad Characters,,,,,Living Characters,21,Dec-79,1979
440140,Genji Odashu (Earth-616),\/Genji_Odashu_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,21,Feb-79,1979
440316,Ilongo Savage (Earth-616),\/Ilongo_Savage_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,Feb-79,1979
440315,Richard Carson (Earth-616),\/Richard_Carson_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,21,Feb-79,1979
16745,Angelo Macon (Earth-616),\/Angelo_Macon_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,21,May-80,1980
30363,Carmen Pryde (Earth-616),\/Carmen_Pryde_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,21,Jan-80,1980
50080,Detective Flint (Earth-616),\/Detective_Flint_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,Oct-81,1981
407243,Fireflyte (Earth-616),\/Fireflyte_(Earth-616),Public Identity,Good Characters,Magenta Eyes,Magenta Hair,Female Characters,,Living Characters,21,Sep-81,1981
2253,Alain Racine (Earth-616),\/Alain_Racine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,21,Jun-82,1982
128140,Wolf (Thunderiders) (Earth-616),\/Wolf_(Thunderiders)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21,May-82,1982
2573,Smartship Friday (Earth-616),\/Smartship_Friday_(Earth-616),Public Identity,Good Characters,,,,,Living Characters,21,Aug-84,1984
2557,Stanley Carter (Earth-616),\/Stanley_Carter_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,21,Oct-85,1985
4375,Buchanan Mitty (Earth-616),\/Buchanan_Mitty_(Earth-616),Secret Identity,,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,21,Oct-86,1986
292388,Margaret Murdock (Earth-616),\/Margaret_Murdock_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,21,Apr-86,1986
370511,Thomas Maximoff (Earth-616),\/Thomas_Maximoff_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Deceased Characters,21,Sep-86,1986
370478,William Maximoff (Earth-616),\/William_Maximoff_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Deceased Characters,21,Sep-86,1986
1097,Ariel (Coconut Grove) (Earth-616),\/Ariel_(Coconut_Grove)_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Pink Hair,Female Characters,,Living Characters,21,May-87,1987
2390,Priscilla Lyons (Earth-616),\/Priscilla_Lyons_(Earth-616),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,21,Jan-87,1987
119460,Tath Ki (Skrull) (Earth-616),\/Tath_Ki_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,21,Oct-87,1987
74198,Imei Chang (Earth-616),\/Imei_Chang_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,21,Aug-88,1988
5469,Luis Alvarez (Earth-616),\/Luis_Alvarez_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,21,Feb-88,1988
34039,Anne Marie Hoag (Earth-616),\/Anne_Marie_Hoag_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,21,May-89,1989
16364,Archibald Corrigan (Earth-616),\/Archibald_Corrigan_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,21,Feb-89,1989
9147,Dinah Soar (Earth-616),\/Dinah_Soar_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Female Characters,,Deceased Characters,21,Jul-89,1989
18375,Alex Flores (Earth-616),\/Alex_Flores_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,21,Oct-91,1991
